07:06:16.515 [MissionAirdrop] An airdrop is heading towards "Erie" (pos=<723.437744, 0.000000, 8062.600098> type=Random_Erie) with a ExpansionAirdropContainer_Basebuilding
07:51:18.757 [VehicleLeave] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) left vehicle Bicycle (id=B5AEE2D88F4825A11F6033B8AD62B732 pos=<758.1, 157.87, 8128.68>)
07:53:32.394 [VehicleEnter] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) entered vehicle Bicycle (id=B5AEE2D88F4825A11F6033B8AD62B732 pos=<758.1, 157.87, 8128.68>) as driver
07:53:46.480 [VehicleLeave] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) left vehicle Bicycle (id=B5AEE2D88F4825A11F6033B8AD62B732 pos=<805.9, 157.87, 8127.61>)
08:06:20.611 [VehicleEnter] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) entered vehicle Bicycle (id=B5AEE2D88F4825A11F6033B8AD62B732 pos=<805.9, 157.87, 8127.61>) as driver
08:06:37.515 [VehicleLeave] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) left vehicle Bicycle (id=B5AEE2D88F4825A11F6033B8AD62B732 pos=<846.27, 157.96, 8128.42>)
08:06:40.213 [VehicleDeleted] Old_Bike (id=B5AEE2D88F4825A11F6033B8AD62B732 pos=<846.25, 157.98, 8128.45>)
08:06:48.747 [VehicleEnter] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) entered vehicle Bicycle (id=EE61E7CE244A66D473A53688CBF73A19 pos=<851, 157.87, 8130.85>) as driver
08:07:02.290 [VehicleLeave] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) left vehicle Bicycle (id=EE61E7CE244A66D473A53688CBF73A19 pos=<891.1, 157.87, 8135.98>)
08:10:18.430 [VehicleEnter] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) entered vehicle Bicycle (id=EE61E7CE244A66D473A53688CBF73A19 pos=<891.1, 157.87, 8135.98>) as driver
08:11:17.665 [VehicleLeave] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) left vehicle Bicycle (id=EE61E7CE244A66D473A53688CBF73A19 pos=<1220.08, 144.39, 7868.66>)
08:11:40.630 [VehicleEnter] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) entered vehicle Bicycle (id=EE61E7CE244A66D473A53688CBF73A19 pos=<1220.08, 144.39, 7868.66>) as driver
08:13:02.469 [VehicleLeave] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) left vehicle Bicycle (id=EE61E7CE244A66D473A53688CBF73A19 pos=<1489.56, 176.34, 7462.66>)
08:14:53.734 [VehicleEnter] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) entered vehicle Bicycle (id=EE61E7CE244A66D473A53688CBF73A19 pos=<1489.56, 176.34, 7462.66>) as driver
08:15:03.592 [VehicleLeave] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) left vehicle Bicycle (id=EE61E7CE244A66D473A53688CBF73A19 pos=<1503.15, 176.49, 7453.92>)
08:16:12.234 [VehicleEnter] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) entered vehicle Bicycle (id=EE61E7CE244A66D473A53688CBF73A19 pos=<1503.15, 176.49, 7453.92>) as driver
08:17:03.069 [VehicleLeave] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) left vehicle Bicycle (id=EE61E7CE244A66D473A53688CBF73A19 pos=<1632.21, 146.63, 7104.21>)
08:18:47.261 [VehicleEnter] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) entered vehicle Bicycle (id=EE61E7CE244A66D473A53688CBF73A19 pos=<1632.21, 146.63, 7104.21>) as driver
08:19:17.578 [VehicleLeave] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) left vehicle Bicycle (id=EE61E7CE244A66D473A53688CBF73A19 pos=<1736.9, 146.61, 7050.08>)
08:22:15.881 [VehicleDeleted] Old_Bike (id=EE61E7CE244A66D473A53688CBF73A19 pos=<1736.9, 146.61, 7050.08>)
08:22:25.723 [VehicleEnter] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) entered vehicle Bicycle (id=AE6D6C997549B576635D7EB390BED9DC pos=<1736.43, 146.71, 7047.41>) as driver
08:24:29.307 [VehicleLeave] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) left vehicle Bicycle (id=AE6D6C997549B576635D7EB390BED9DC pos=<2645.31, 149.48, 6890.92>)
08:31:36.063 [VehicleEnter] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) entered vehicle Bicycle (id=AE6D6C997549B576635D7EB390BED9DC pos=<2645.31, 149.48, 6890.92>) as driver
08:31:59.139 [VehicleLeave] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) left vehicle Bicycle (id=AE6D6C997549B576635D7EB390BED9DC pos=<2708.04, 149.49, 6869.81>)
08:32:42.678 [VehicleEnter] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) entered vehicle Bicycle (id=AE6D6C997549B576635D7EB390BED9DC pos=<2708.04, 149.49, 6869.81>) as driver
08:34:33.505 [VehicleLeave] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) left vehicle Bicycle (id=AE6D6C997549B576635D7EB390BED9DC pos=<3447.36, 173.39, 7025.04>)
08:35:24.815 [VehicleEnter] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) entered vehicle Bicycle (id=AE6D6C997549B576635D7EB390BED9DC pos=<3447.36, 173.39, 7025.04>) as driver
08:37:02.821 [VehicleLeave] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) left vehicle Bicycle (id=AE6D6C997549B576635D7EB390BED9DC pos=<4056.1, 171.35, 7000.02>)
08:39:55.602 [MissionAirdrop] An airdrop is heading towards "Onondaga" (pos=<5756.386719, 0.000000, 7200.799316> type=Random_Onondaga) with a ExpansionAirdropContainer
08:44:48.272 [VehicleEnter] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) entered vehicle Bicycle (id=AE6D6C997549B576635D7EB390BED9DC pos=<4056.1, 171.35, 7000.02>) as driver
08:47:04.691 [VehicleLeave] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) left vehicle Bicycle (id=AE6D6C997549B576635D7EB390BED9DC pos=<5043.21, 148.08, 6927.04>)
08:47:50.416 [VehicleEnter] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) entered vehicle Bicycle (id=AE6D6C997549B576635D7EB390BED9DC pos=<5043.21, 148.08, 6927.04>) as driver
08:48:53.502 [VehicleLeave] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) left vehicle Bicycle (id=AE6D6C997549B576635D7EB390BED9DC pos=<5365.61, 143.56, 7023.21>)
08:49:14.176 [VehicleEnter] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) entered vehicle Bicycle (id=AE6D6C997549B576635D7EB390BED9DC pos=<5365.61, 143.56, 7023.21>) as driver
08:49:48.605 [VehicleLeave] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) left vehicle Bicycle (id=AE6D6C997549B576635D7EB390BED9DC pos=<5462.35, 143.56, 7108.37>)
08:49:57.998 [VehicleEnter] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) entered vehicle Bicycle (id=AE6D6C997549B576635D7EB390BED9DC pos=<5462.35, 143.56, 7108.37>) as driver
08:50:40.566 [VehicleLeave] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) left vehicle Bicycle (id=AE6D6C997549B576635D7EB390BED9DC pos=<5544.71, 143.56, 7005.65>)
08:50:51.079 [VehicleDeleted] Old_Bike (id=AE6D6C997549B576635D7EB390BED9DC pos=<5544.71, 143.56, 7005.65>)
08:51:01.532 [VehicleEnter] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) entered vehicle Bicycle (id=D71441C71E4600620B42568B17AFB1D7 pos=<5545.49, 143.56, 7003.34>) as driver
08:52:44.393 [VehicleLeave] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) left vehicle Bicycle (id=D71441C71E4600620B42568B17AFB1D7 pos=<6142.57, 143.55, 6537.76>)
08:53:11.765 [VehicleEnter] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) entered vehicle Bicycle (id=D71441C71E4600620B42568B17AFB1D7 pos=<6142.72, 143.56, 6537.65>) as driver
08:53:50.281 [VehicleLeave] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) left vehicle Bicycle (id=D71441C71E4600620B42568B17AFB1D7 pos=<6280.25, 142.26, 6453.23>)
08:54:13.910 [VehicleEnter] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) entered vehicle Bicycle (id=D71441C71E4600620B42568B17AFB1D7 pos=<6280.25, 142.26, 6453.23>) as driver
08:56:21.381 [Party] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) joinded the party "Die dreisten Drei" (id=46 ownerUID=DT1QFut1v8UN48skN3UnroicVIl_5hTizZZZSwLRxk8= ownerName=Eric)
08:56:45.273 [Safezone] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs= pos=<6635.29, 133.37, 6023.33>) entered the safezone
08:57:45.716 [Safezone] Player "{1:name}" (id={1:id} pos={1:position}) left the safezone
08:57:58.365 [VehicleLeave] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) left vehicle Bicycle (id=D71441C71E4600620B42568B17AFB1D7 pos=<6560.62, 102.37, 6320.03>)
08:58:03.669 [VehicleDeleted] Old_Bike (id=D71441C71E4600620B42568B17AFB1D7 pos=<6560.62, 102.37, 6320.03>)
08:58:31.969 [VehicleEnter] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) entered vehicle Bicycle (id=8D4AEF32CA4781C272B525897FD0FAF8 pos=<6539.72, 102.37, 6344.27>) as driver
09:03:23.116 [VehicleLeave] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) left vehicle Bicycle (id=8D4AEF32CA4781C272B525897FD0FAF8 pos=<6296.64, 181.92, 5970.87>)
09:03:28.922 [VehicleDeleted] Old_Bike (id=8D4AEF32CA4781C272B525897FD0FAF8 pos=<6296.64, 181.92, 5970.87>)
09:04:32.087 [VehicleEnter] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) entered vehicle Bicycle (id=473BD6DD8E43DAF0C85C9886E7FD07D3 pos=<6301.29, 181.26, 5968.44>) as driver
09:10:04.907 [Safezone] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ= pos=<6626.79, 106.87, 6197.04>) entered the safezone
09:11:09.332 [VehicleLeave] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) left vehicle Bicycle (id=473BD6DD8E43DAF0C85C9886E7FD07D3 pos=<6244.7, 143.56, 6678.89>)
09:11:15.369 [VehicleDeleted] Old_Bike (id=473BD6DD8E43DAF0C85C9886E7FD07D3 pos=<6244.7, 143.56, 6678.89>)
09:11:26.728 [VehicleEnter] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) entered vehicle Bicycle (id=ABA971184144DDB83CE489B592FEB447 pos=<6249.09, 143.56, 6678.44>) as driver
09:12:13.491 [VehicleLeave] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) left vehicle Bicycle (id=ABA971184144DDB83CE489B592FEB447 pos=<6360.94, 143.39, 6654.8>)
09:12:18.527 [VehicleDeleted] Old_Bike (id=ABA971184144DDB83CE489B592FEB447 pos=<6360.94, 143.39, 6654.8>)
09:13:50.163 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has sold woodenplank x10 (d1962070) at the trader "BuildingSupplies (Boris [#STR_EXPANSION_MARKET_TRADER_BUILDING_SUPPLIES])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) and got 370.
09:13:53.206 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has sold mediumgascanister x1 (d1962c00) at the trader "BuildingSupplies (Boris [#STR_EXPANSION_MARKET_TRADER_BUILDING_SUPPLIES])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) and got 75.
09:13:56.999 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has sold nailbox x1 (d196ab30) at the trader "BuildingSupplies (Boris [#STR_EXPANSION_MARKET_TRADER_BUILDING_SUPPLIES])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) and got 225.
09:14:35.223 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has bought weaponcleaningkit x1 (bba27d40) from the trader "Components (Cyril [#STR_EXPANSION_MARKET_TRADER_COMPONENTS])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) for a price of 8.
09:14:38.333 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has bought weaponcleaningkit x1 (e73f5a30) from the trader "Components (Cyril [#STR_EXPANSION_MARKET_TRADER_COMPONENTS])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) for a price of 8.
09:16:16.608 [VehicleEnter] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) entered vehicle Bicycle (id=EA339C1B754F0C4328E40D9FF747532A pos=<6358.63, 143.39, 6654.11>) as driver
09:17:32.422 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has sold kobraoptic x1 (ccc971a0) at the trader "Attachments (Jose [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) and got 450.
09:17:33.417 [Safezone] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs= pos=<6637.64, 103.82, 6200.72>) entered the safezone
09:17:51.645 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has bought expansiondeltapointoptic x1 (bfd8f130) from the trader "Attachments (Jose [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) for a price of 150.
09:17:52.266 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has bought expansiondeltapointoptic x1 (bfd55c70) from the trader "Attachments (Jose [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) for a price of 150.
09:18:09.974 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has bought tlrlight x1 (c6a6a5c0) from the trader "Attachments (Jose [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) for a price of 120.
09:18:10.322 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has bought tlrlight x1 (c6a67780) from the trader "Attachments (Jose [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) for a price of 120.
09:18:46.254 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has bought battery9v x1 (c723ab30) from the trader "Components (Cyril [#STR_EXPANSION_MARKET_TRADER_COMPONENTS])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) for a price of 10.
09:18:46.917 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has bought battery9v x1 (c7239410) from the trader "Components (Cyril [#STR_EXPANSION_MARKET_TRADER_COMPONENTS])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) for a price of 10.
09:19:27.125 [VehicleLeave] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) left vehicle Bicycle (id=EA339C1B754F0C4328E40D9FF747532A pos=<6671.83, 102.5, 6082.38>)
09:19:28.933 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has sold repeater x1 (fcc2b610) at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) and got 262.
09:19:34.055 [VehicleDeleted] Old_Bike (id=EA339C1B754F0C4328E40D9FF747532A pos=<6671.83, 102.5, 6082.38>)
09:19:51.685 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has sold akm x1 (c158bd20, AK74_WoodBttstck<c17779f0>, AK_WoodHndgrd<c1774bb0>) at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) and got 1387.
09:20:16.455 [VehicleDeleted] Old_Bike (id=DF3001D4DA4593BDEB49668DDE20E7C6 pos=<6685.22, 102.58, 6080.72>)
09:22:40.423 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has bought porkcan x1 (b2f228e0) from the trader "Consumables (Linda [#STR_EXPANSION_MARKET_TRADER_CONSUMABLES])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) for a price of 15.
09:22:40.797 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has bought porkcan x1 (d0060520) from the trader "Consumables (Linda [#STR_EXPANSION_MARKET_TRADER_CONSUMABLES])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) for a price of 15.
09:22:45.143 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has bought canteen x1 (d0065990) from the trader "Consumables (Linda [#STR_EXPANSION_MARKET_TRADER_CONSUMABLES])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) for a price of 18.
09:22:45.319 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has bought canteen x1 (d0035590) from the trader "Consumables (Linda [#STR_EXPANSION_MARKET_TRADER_CONSUMABLES])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) for a price of 18.
09:24:06.496 [Market] Player "Gun" (id=dQV0MWQE63QrNRXqd-4btd7ZbIxSfqWMKo6FakQaWEs=) has sold huntingoptic x1 (c930d1a0) at the trader "Attachments (Jose [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) and got 375.
09:24:18.672 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has bought charcoaltablets x1 (c7090c70) from the trader "Medicals (Mirek [#STR_EXPANSION_MARKET_TRADER_MEDICALS])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) for a price of 2.
09:24:19.250 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has bought charcoaltablets x1 (c70b0710) from the trader "Medicals (Mirek [#STR_EXPANSION_MARKET_TRADER_MEDICALS])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) for a price of 2.
09:24:19.770 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has bought charcoaltablets x1 (c5851910) from the trader "Medicals (Mirek [#STR_EXPANSION_MARKET_TRADER_MEDICALS])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) for a price of 2.
09:24:20.269 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has bought charcoaltablets x1 (cab8a880) from the trader "Medicals (Mirek [#STR_EXPANSION_MARKET_TRADER_MEDICALS])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) for a price of 2.
09:24:20.802 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has bought charcoaltablets x1 (ca718d40) from the trader "Medicals (Mirek [#STR_EXPANSION_MARKET_TRADER_MEDICALS])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) for a price of 2.
09:24:21.349 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has bought charcoaltablets x1 (ca703b80) from the trader "Medicals (Mirek [#STR_EXPANSION_MARKET_TRADER_MEDICALS])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) for a price of 2.
09:24:22.017 [Market] Player "MrWowaWowa" (id=wBwiybhmqSv3IfINgIr99PhPwxKwXc4RCt6SZurIBXQ=) has bought charcoaltablets x1 (b2ef4910) from the trader "Medicals (Mirek [#STR_EXPANSION_MARKET_TRADER_MEDICALS])" in market zone "Trader Zone" (pos=<6675.160645, 104.603935, 6114.155762>) for a price of 2.
